csrp,a,200008,gm,lh,8,40,Macro Dice,,0.8493629433989426,
csrp,a,200109,gm,lh,8,40,Macro Dice,,0.8823783372783995,
csrp,a,200210,gm,lh,8,40,Macro Dice,,0.874022202676443,
csrp,a,200614,gm,lh,8,40,Macro Dice,,0.8667490190431504,
csrp,a,200311,gm,lh,8,40,Macro Dice,,0.8926062027021008,
csrp,a,200917,gm,lh,8,40,Macro Dice,,0.8417031466723052,
csrp,a,201414,gm,lh,8,40,Macro Dice,,0.8743621816359719,
csrp,a,201111,gm,lh,8,40,Macro Dice,,0.8611731767015605,
csrp,a,201515,gm,lh,8,40,Macro Dice,,0.8509871284486195,
csrp,a,201818,gm,lh,8,40,Macro Dice,,0.8630946648602325,
csrp,a,201717,gm,lh,8,40,Macro Dice,,0.8603884068990798,
csrp,a,202113,gm,lh,8,40,Macro Dice,,0.8956411481323789,
csrp,a,204420,gm,lh,8,40,Macro Dice,,0.8549553077095862,
csrp,a,204521,gm,lh,8,40,Macro Dice,,0.8800782410402658,
csrp,a,200008,gm,rh,8,40,Macro Dice,,0.8642054680884612,
csrp,a,203721,gm,lh,8,40,Macro Dice,,0.849257460962428,
csrp,a,203418,gm,lh,8,40,Macro Dice,,0.8537020477951675,
csrp,a,200109,gm,rh,8,40,Macro Dice,,0.8652358102078413,
csrp,a,204016,gm,lh,8,40,Macro Dice,,0.8786715459470583,
csrp,a,202719,gm,lh,8,40,Macro Dice,,0.8791185220001303,
csrp,a,203923,gm,lh,8,40,Macro Dice,,0.8658049599917469,
csrp,a,204319,gm,lh,8,40,Macro Dice,,0.8744176834017994,
csrp,a,200614,gm,rh,8,40,Macro Dice,,0.8645480649579849,
csrp,a,200311,gm,rh,8,40,Macro Dice,,0.8831691059415627,
csrp,a,200917,gm,rh,8,40,Macro Dice,,0.8543954968529668,
csrp,a,200210,gm,rh,8,40,Macro Dice,,0.8722172603731758,
csrp,a,201414,gm,rh,8,40,Macro Dice,,0.891261560483432,
csrp,a,201111,gm,rh,8,40,Macro Dice,,0.8655055958678223,
csrp,a,201515,gm,rh,8,40,Macro Dice,,0.8756378273345824,
csrp,a,201818,gm,rh,8,40,Macro Dice,,0.8576092814414515,
csrp,a,204420,gm,rh,8,40,Macro Dice,,0.8706774006033274,
csrp,a,204521,gm,rh,8,40,Macro Dice,,0.8742927261144375,
csrp,a,201717,gm,rh,8,40,Macro Dice,,0.8575973046189354,
csrp,a,202113,gm,rh,8,40,Macro Dice,,0.8980757117422029,
csrp,a,203721,gm,rh,8,40,Macro Dice,,0.8726747924136392,
csrp,a,204622,gm,lh,8,40,Macro Dice,,0.8836500865178811,
csrp,a,203418,gm,rh,8,40,Macro Dice,,0.8798782784030618,
csrp,a,205220,gm,lh,8,40,Macro Dice,,0.887769692736803,
csrp,a,205725,gm,lh,8,40,Macro Dice,,0.8675568226862951,
csrp,a,205119,gm,lh,8,40,Macro Dice,,0.8742298575751225,
csrp,a,204016,gm,rh,8,40,Macro Dice,,0.8718294255493324,
csrp,a,202719,gm,rh,8,40,Macro Dice,,0.8721943945686372,
csrp,a,203923,gm,rh,8,40,Macro Dice,,0.8780837816523088,
csrp,a,204319,gm,rh,8,40,Macro Dice,,0.8565460559186402,
csrp,a,205826,gm,lh,8,40,Macro Dice,,0.8723370150292187,
csrp,a,206222,gm,lh,8,40,Macro Dice,,0.8897709968563184,
csrp,a,208024,gm,lh,8,40,Macro Dice,,0.8530545315638182,
csrp,a,207426,gm,lh,8,40,Macro Dice,,0.8701662233934577,
csrp,a,207628,gm,lh,8,40,Macro Dice,,0.8576150308379294,
csrp,a,207123,gm,lh,8,40,Macro Dice,,0.8741512054522634,
csrp,a,208125,gm,lh,8,40,Macro Dice,,0.8914387333380163,
csrp,a,208226,gm,lh,8,40,Macro Dice,,0.8727359082570278,
csrp,a,208428,gm,lh,8,40,Macro Dice,,0.8617169023943304,
csrp,a,209127,gm,lh,8,40,Macro Dice,,0.8617886447842174,
csrp,a,205220,gm,rh,8,40,Macro Dice,,0.8768411197749545,
csrp,a,205725,gm,rh,8,40,Macro Dice,,0.8754303431040694,
csrp,a,209228,gm,lh,8,40,Macro Dice,,0.8867725277889275,
csrp,a,208327,gm,lh,8,40,Macro Dice,,0.8892253768706735,
csrp,a,204622,gm,rh,8,40,Macro Dice,,0.8755065855822558,
csrp,a,205119,gm,rh,8,40,Macro Dice,,0.8435004215680183,
csrp,a,209329,gm,lh,8,40,Macro Dice,,0.8720581962753085,
csrp,a,209834,gm,lh,8,40,Macro Dice,,0.8638779914778021,
csrp,a,209935,gm,lh,8,40,Macro Dice,,0.8657903517380912,
csrp,a,208024,gm,rh,8,40,Macro Dice,,0.8773744111956044,
csrp,a,210011,gm,lh,8,40,Macro Dice,,0.8893802686048871,
csrp,a,205826,gm,rh,8,40,Macro Dice,,0.8873538054939782,
csrp,a,206222,gm,rh,8,40,Macro Dice,,0.8790882922681563,
csrp,a,207426,gm,rh,8,40,Macro Dice,,0.8745189114379617,
csrp,a,208428,gm,rh,8,40,Macro Dice,,0.8568502686046247,
csrp,a,208226,gm,rh,8,40,Macro Dice,,0.8907238656549363,
csrp,a,208125,gm,rh,8,40,Macro Dice,,0.8890256064150182,
csrp,a,207628,gm,rh,8,40,Macro Dice,,0.8561739879977214,
csrp,a,209127,gm,rh,8,40,Macro Dice,,0.8678086356054643,
csrp,a,210415,gm,lh,8,40,Macro Dice,,0.868920407638496,
csrp,a,207123,gm,rh,8,40,Macro Dice,,0.8881501309069375,
csrp,a,210617,gm,lh,8,40,Macro Dice,,0.8552414238433242,
csrp,a,209228,gm,rh,8,40,Macro Dice,,0.8889832417359723,
csrp,a,211114,gm,lh,8,40,Macro Dice,,0.8673092931221067,
csrp,a,209329,gm,rh,8,40,Macro Dice,,0.8970866859177979,
csrp,a,209834,gm,rh,8,40,Macro Dice,,0.8567851623263487,
csrp,a,211215,gm,lh,8,40,Macro Dice,,0.8860261513020147,
csrp,a,208327,gm,rh,8,40,Macro Dice,,0.8674530507209038,
csrp,a,209935,gm,rh,8,40,Macro Dice,,0.879001533215958,
csrp,a,211316,gm,lh,8,40,Macro Dice,,0.8577204170410996,
csrp,a,210011,gm,rh,8,40,Macro Dice,,0.8957434788958035,
csrp,a,211922,gm,lh,8,40,Macro Dice,,0.881748538686514,
csrp,a,211417,gm,lh,8,40,Macro Dice,,0.8659795006407996,
csrp,a,212116,gm,lh,8,40,Macro Dice,,0.8814953322279437,
csrp,a,210415,gm,rh,8,40,Macro Dice,,0.8693032259507268,
csrp,a,212015,gm,lh,8,40,Macro Dice,,0.8676724652226173,
csrp,a,211720,gm,lh,8,40,Macro Dice,,0.8493265236013666,
csrp,a,212318,gm,lh,8,40,Macro Dice,,0.8832785948755689,
csrp,a,212419,gm,lh,8,40,Macro Dice,,0.8528159355104377,
csrp,a,212823,gm,lh,8,40,Macro Dice,,0.8945845169764032,
csrp,a,210617,gm,rh,8,40,Macro Dice,,0.8522871598686923,
csrp,a,214019,gm,lh,8,40,Macro Dice,,0.8851859878012913,
csrp,a,213421,gm,lh,8,40,Macro Dice,,0.8852351114537746,
csrp,a,211114,gm,rh,8,40,Macro Dice,,0.8559849547431337,
csrp,a,214221,gm,lh,8,40,Macro Dice,,0.8615578653271609,
csrp,a,211215,gm,rh,8,40,Macro Dice,,0.880071987614897,
csrp,a,212217,gm,lh,8,40,Macro Dice,,0.8543550549704121,
csrp,a,211316,gm,rh,8,40,Macro Dice,,0.8824886894774164,
csrp,a,214524,gm,lh,8,40,Macro Dice,,0.8811612541628202,
csrp,a,214423,gm,lh,8,40,Macro Dice,,0.8265552950032634,
csrp,a,211922,gm,rh,8,40,Macro Dice,,0.8683913065848896,
csrp,a,212116,gm,rh,8,40,Macro Dice,,0.8832946472897508,
csrp,a,211417,gm,rh,8,40,Macro Dice,,0.8699993476653054,
csrp,a,214625,gm,lh,8,40,Macro Dice,,0.8741015177464885,
csrp,a,212318,gm,rh,8,40,Macro Dice,,0.8875457559289804,
csrp,a,214726,gm,lh,8,40,Macro Dice,,0.8698385308015681,
csrp,a,212419,gm,rh,8,40,Macro Dice,,0.8455419102487797,
csrp,a,212015,gm,rh,8,40,Macro Dice,,0.8497041071005326,
csrp,a,214019,gm,rh,8,40,Macro Dice,,0.8843253547760451,
csrp,a,212823,gm,rh,8,40,Macro Dice,,0.88059425346208,
csrp,a,211720,gm,rh,8,40,Macro Dice,,0.8569940785024179,
csrp,a,214221,gm,rh,8,40,Macro Dice,,0.8688510369395794,
csrp,a,217429,gm,lh,8,40,Macro Dice,,0.8627539396324404,
csrp,a,217126,gm,lh,8,40,Macro Dice,,0.8861201243879056,
csrp,a,213421,gm,rh,8,40,Macro Dice,,0.8657378305657237,
csrp,a,212217,gm,rh,8,40,Macro Dice,,0.8583817387119524,
csrp,a,221218,gm,lh,8,40,Macro Dice,,0.8433848322618761,
csrp,a,220721,gm,lh,8,40,Macro Dice,,0.8669403985021683,
csrp,a,221319,gm,lh,8,40,Macro Dice,,0.8621412963119818,
csrp,a,224022,gm,lh,8,40,Macro Dice,,0.8797810327604435,
csrp,a,214524,gm,rh,8,40,Macro Dice,,0.888225132953651,
csrp,a,214625,gm,rh,8,40,Macro Dice,,0.8832452547322006,
csrp,a,227432,gm,lh,8,40,Macro Dice,,0.8946841042485764,
csrp,a,231928,gm,lh,8,40,Macro Dice,,0.879394316295441,
csrp,a,223929,gm,lh,8,40,Macro Dice,,0.8593366731725882,
csrp,a,214726,gm,rh,8,40,Macro Dice,,0.876963341622424,
csrp,a,228434,gm,lh,8,40,Macro Dice,,0.853984835135189,
csrp,a,214423,gm,rh,8,40,Macro Dice,,0.8669878478808695,
csrp,a,217429,gm,rh,8,40,Macro Dice,,0.8663001075281147,
csrp,a,236130,gm,lh,8,40,Macro Dice,,0.8813545569039558,
csrp,a,237334,gm,lh,8,40,Macro Dice,,0.8944199149462528,
csrp,a,233326,gm,lh,8,40,Macro Dice,,0.8732081048087155,
csrp,a,217126,gm,rh,8,40,Macro Dice,,0.8827449193022413,
csrp,a,239944,gm,lh,8,40,Macro Dice,,0.8810924533779733,
csrp,a,245333,gm,lh,8,40,Macro Dice,,0.8683876804127995,
csrp,a,221218,gm,rh,8,40,Macro Dice,,0.8557436836020829,
csrp,a,246133,gm,lh,8,40,Macro Dice,,0.8739763979498284,
csrp,a,224022,gm,rh,8,40,Macro Dice,,0.8499090209308986,
csrp,a,221319,gm,rh,8,40,Macro Dice,,0.741144729457801,
csrp,a,220721,gm,rh,8,40,Macro Dice,,0.8840386857315259,
csrp,a,231928,gm,rh,8,40,Macro Dice,,0.8744227842356855,
csrp,a,249947,gm,lh,8,40,Macro Dice,,0.7961413556929228,
csrp,a,248339,gm,lh,8,40,Macro Dice,,0.8513397205137467,
csrp,a,228434,gm,rh,8,40,Macro Dice,,0.8835985274263715,
csrp,a,227432,gm,rh,8,40,Macro Dice,,0.9013446036005058,
csrp,a,250932,gm,lh,8,40,Macro Dice,,0.8895294688038297,
csrp,a,250427,gm,lh,8,40,Macro Dice,,0.8883475020809835,
csrp,a,236130,gm,rh,8,40,Macro Dice,,0.8748832387067514,
csrp,a,237334,gm,rh,8,40,Macro Dice,,0.8921358309612689,
csrp,a,233326,gm,rh,8,40,Macro Dice,,0.8767627150157595,
csrp,a,239944,gm,rh,8,40,Macro Dice,,0.8786366236827714,
csrp,a,255639,gm,lh,8,40,Macro Dice,,0.8843087268569249,
csrp,a,245333,gm,rh,8,40,Macro Dice,,0.8756175303134577,
csrp,a,223929,gm,rh,8,40,Macro Dice,,0.8608512318362798,
csrp,a,251833,gm,lh,8,40,Macro Dice,,0.872996406918029,
csrp,a,256540,gm,lh,8,40,Macro Dice,,0.8744862877043204,
csrp,a,246133,gm,rh,8,40,Macro Dice,,0.8703375826901919,
csrp,a,257542,gm,lh,8,40,Macro Dice,,0.8585042893560466,
csrp,a,257845,gm,lh,8,40,Macro Dice,,0.9008704165053152,
csrp,a,263436,gm,lh,8,40,Macro Dice,,0.8819927652682396,
csrp,a,249947,gm,rh,8,40,Macro Dice,,0.8112344602109479,
csrp,a,268749,gm,lh,8,40,Macro Dice,,0.854842223181365,
csrp,a,250932,gm,rh,8,40,Macro Dice,,0.8888863695176703,
csrp,a,250427,gm,rh,8,40,Macro Dice,,0.8700834013676618,
csrp,a,268850,gm,lh,8,40,Macro Dice,,0.8661659367086303,
csrp,a,248339,gm,rh,8,40,Macro Dice,,0.8185394144284939,
csrp,a,275645,gm,lh,8,40,Macro Dice,,0.8538606001946917,
csrp,a,280739,gm,lh,8,40,Macro Dice,,0.8765406911688759,
csrp,a,255639,gm,rh,8,40,Macro Dice,,0.9059699414070064,
csrp,a,270332,gm,lh,8,40,Macro Dice,,0.865380598894858,
csrp,a,284646,gm,lh,8,40,Macro Dice,,0.868456009522977,
csrp,a,283543,gm,lh,8,40,Macro Dice,,0.8794627504041528,
csrp,a,280941,gm,lh,8,40,Macro Dice,,0.8868775387288874,
csrp,a,256540,gm,rh,8,40,Macro Dice,,0.8709413352304939,
csrp,a,285345,gm,lh,8,40,Macro Dice,,0.8725500335216145,
csrp,a,285446,gm,lh,8,40,Macro Dice,,0.871188315840836,
csrp,a,257542,gm,rh,8,40,Macro Dice,,0.8740852941327906,
csrp,a,251833,gm,rh,8,40,Macro Dice,,0.860900304982535,
csrp,a,257845,gm,rh,8,40,Macro Dice,,0.9074102739434499,
csrp,a,289555,gm,lh,8,40,Macro Dice,,0.8534522934299632,
csrp,a,275645,gm,rh,8,40,Macro Dice,,0.881570571959693,
csrp,a,287248,gm,lh,8,40,Macro Dice,,0.8794464045852625,
csrp,a,286650,gm,lh,8,40,Macro Dice,,0.8862380063796321,
csrp,a,263436,gm,rh,8,40,Macro Dice,,0.8689327305040689,
csrp,a,268850,gm,rh,8,40,Macro Dice,,0.8729167635077096,
csrp,a,280739,gm,rh,8,40,Macro Dice,,0.8785247534970533,
csrp,a,293748,gm,lh,8,40,Macro Dice,,0.8849579586073228,
csrp,a,268749,gm,rh,8,40,Macro Dice,,0.8603241755723057,
csrp,a,284646,gm,rh,8,40,Macro Dice,,0.8510045659001513,
csrp,a,290136,gm,lh,8,40,Macro Dice,,0.8698099098726301,
csrp,a,283543,gm,rh,8,40,Macro Dice,,0.8839904257288058,
csrp,a,280941,gm,rh,8,40,Macro Dice,,0.8742016487462847,
csrp,a,295146,gm,lh,8,40,Macro Dice,,0.8556200888738722,
csrp,a,297655,gm,lh,8,40,Macro Dice,,0.8912323247464968,
csrp,a,285345,gm,rh,8,40,Macro Dice,,0.8517385864458281,
csrp,a,270332,gm,rh,8,40,Macro Dice,,0.865127566343387,
csrp,a,285446,gm,rh,8,40,Macro Dice,,0.8882117179883191,
csrp,a,289555,gm,rh,8,40,Macro Dice,,0.8743144747011463,
csrp,a,298455,gm,lh,8,40,Macro Dice,,0.8704879072694842,
csrp,a,298051,gm,lh,8,40,Macro Dice,,0.8840122497295663,
csrp,a,293748,gm,rh,8,40,Macro Dice,,0.8945045138101653,
csrp,a,299154,gm,lh,8,40,Macro Dice,,0.8843996328601931,
csrp,a,287248,gm,rh,8,40,Macro Dice,,0.8751056053684588,
csrp,a,286650,gm,rh,8,40,Macro Dice,,0.8894083842850746,
csrp,a,297655,gm,rh,8,40,Macro Dice,,0.8952107860168305,
csrp,a,295146,gm,rh,8,40,Macro Dice,,0.8729201378004606,
csrp,a,290136,gm,rh,8,40,Macro Dice,,0.8832437518444277,
csrp,a,298455,gm,rh,8,40,Macro Dice,,0.8956328694468703,
csrp,a,298051,gm,rh,8,40,Macro Dice,,0.8768728058579089,
csrp,a,299154,gm,rh,8,40,Macro Dice,,0.8838344447856787,
